district,state,vaccinated_in_public_pct_nfhs4,anaemia_children_pct_national_percentile_nfhs4,health_insurance_pct_nfhs4,csection_private_pct_nfhs4,fp_pill_pct_nfhs4,postnatal_care_child_pct_nfhs4,anc_first_trimester_pct_nfhs4,anaemia_nonpregnant_women_pct_nfhs4,vaccinated_in_public_pct_nfhs5,anaemia_children_pct_national_percentile_nfhs5,health_insurance_pct_nfhs5,csection_private_pct_nfhs5,fp_pill_pct_nfhs5,postnatal_care_child_pct_nfhs5,anc_first_trimester_pct_nfhs5,anaemia_nonpregnant_women_pct_nfhs5,vaccinated_in_public_pct_change,vaccinated_in_public_pct_change_pct,anaemia_children_pct_national_percentile_change,anaemia_children_pct_national_percentile_change_pct,health_insurance_pct_change,health_insurance_pct_change_pct,csection_private_pct_change,csection_private_pct_change_pct,fp_pill_pct_change,fp_pill_pct_change_pct,postnatal_care_child_pct_change,postnatal_care_child_pct_change_pct,anc_first_trimester_pct_change,anc_first_trimester_pct_change_pct,anaemia_nonpregnant_women_pct_change,anaemia_nonpregnant_women_pct_change_pct,vaccinated_in_public_pct_improvement_rank,anaemia_children_pct_national_percentile_improvement_rank,health_insurance_pct_improvement_rank,csection_private_pct_improvement_rank,fp_pill_pct_improvement_rank,postnatal_care_child_pct_improvement_rank,anc_first_trimester_pct_improvement_rank,anaemia_nonpregnant_women_pct_improvement_rank
Yadadri Bhuvanagiri,Telangana,97.0,60.1,65.3,80.8,0.0,94.9,92.1,54.3,97.0,60.1,65.3,80.8,0.0,94.9,92.1,54.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Dhalai,Tripura,100.0,5.9,44.2,,39.0,73.1,58.1,69.7,100.0,5.9,44.2,,39.0,73.1,58.1,69.7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Gomati,Tripura,95.1,36.8,29.9,,37.1,68.6,54.0,62.6,95.1,36.8,29.9,,37.1,68.6,54.0,62.6,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Khowai,Tripura,100.0,26.9,44.1,,36.2,62.9,57.2,63.7,100.0,26.9,44.1,,36.2,62.9,57.2,63.7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
North Tripura,Tripura,97.6,86.2,28.7,42.8,35.3,77.4,75.5,69.6,97.6,86.2,28.7,42.8,35.3,77.4,75.5,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sepahijala,Tripura,97.4,32.2,31.6,,26.3,70.1,61.9,69.8,97.4,32.2,31.6,,26.3,70.1,61.9,69.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
South Tripura,Tripura,100.0,74.6,37.3,,27.9,67.7,54.2,66.8,100.0,74.6,37.3,,27.9,67.7,54.2,66.8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Unakoti,Tripura,96.7,66.1,28.0,42.9,29.6,46.7,41.0,67.4,96.7,66.1,28.0,42.9,29.6,46.7,41.0,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
West Tripura,Tripura,93.6,84.1,28.1,94.2,32.5,88.7,78.7,67.6,93.6,84.1,28.1,94.2,32.5,88.7,78.7,67.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Saharanpur,Uttar Pradesh,93.7,48.4,11.8,37.6,4.5,79.1,78.7,41.8,93.7,48.4,11.8,37.6,4.5,79.1,78.7,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bijnor,Uttar Pradesh,89.6,72.0,18.8,40.1,3.2,81.9,68.7,45.9,89.6,72.0,18.8,40.1,3.2,81.9,68.7,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Rampur,Uttar Pradesh,97.1,42.0,13.1,40.0,2.3,72.5,73.8,55.7,97.1,42.0,13.1,40.0,2.3,72.5,73.8,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jyotiba Phule Nagar,Uttar Pradesh,92.5,42.0,8.3,36.4,2.8,79.5,70.4,47.9,92.5,42.0,8.3,36.4,2.8,79.5,70.4,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Meerut,Uttar Pradesh,89.8,83.0,18.4,29.9,2.2,81.2,73.4,45.5,89.8,83.0,18.4,29.9,2.2,81.2,73.4,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Baghpat,Uttar Pradesh,92.9,73.4,12.5,23.7,3.6,82.3,79.4,52.6,92.9,73.4,12.5,23.7,3.6,82.3,79.4,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Gautam Buddha Nagar,Uttar Pradesh,83.0,65.7,23.8,31.1,2.3,84.0,75.3,59.3,83.0,65.7,23.8,31.1,2.3,84.0,75.3,59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bulandshahr,Uttar Pradesh,92.5,63.4,20.5,40.0,1.4,82.8,78.3,51.5,92.5,63.4,20.5,40.0,1.4,82.8,78.3,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Aligarh,Uttar Pradesh,89.7,67.1,17.6,45.6,2.3,80.3,69.5,56.4,89.7,67.1,17.6,45.6,2.3,80.3,69.5,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mahamaya Nagar,Uttar Pradesh,92.5,32.2,10.9,40.7,3.3,51.8,49.1,58.1,92.5,32.2,10.9,40.7,3.3,51.8,49.1,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mathura,Uttar Pradesh,91.8,13.7,10.8,32.3,2.4,67.2,59.3,63.5,91.8,13.7,10.8,32.3,2.4,67.2,59.3,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Agra,Uttar Pradesh,87.5,28.8,9.4,31.6,4.2,75.2,62.1,59.4,87.5,28.8,9.4,31.6,4.2,75.2,62.1,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Firozabad,Uttar Pradesh,91.5,25.4,13.4,38.5,2.3,72.0,58.3,57.7,91.5,25.4,13.4,38.5,2.3,72.0,58.3,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mainpuri,Uttar Pradesh,93.5,38.2,16.1,30.1,2.4,66.9,63.7,58.2,93.5,38.2,16.1,30.1,2.4,66.9,63.7,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bareilly,Uttar Pradesh,91.9,49.7,18.7,37.9,3.3,75.4,72.2,61.3,91.9,49.7,18.7,37.9,3.3,75.4,72.2,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Pilibhit,Uttar Pradesh,97.2,78.8,21.4,54.2,1.4,71.2,67.5,52.6,97.2,78.8,21.4,54.2,1.4,71.2,67.5,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Shahjahanpur,Uttar Pradesh,97.2,20.3,14.2,42.2,5.9,63.6,61.4,60.6,97.2,20.3,14.2,42.2,5.9,63.6,61.4,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kheri,Uttar Pradesh,91.0,56.8,22.0,65.8,1.4,55.7,53.9,52.8,91.0,56.8,22.0,65.8,1.4,55.7,53.9,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sitapur,Uttar Pradesh,95.9,56.2,23.2,35.7,1.6,67.9,66.8,55.2,95.9,56.2,23.2,35.7,1.6,67.9,66.8,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Hardoi,Uttar Pradesh,98.8,18.0,16.0,43.4,4.4,62.8,68.0,59.5,98.8,18.0,16.0,43.4,4.4,62.8,68.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Unnao,Uttar Pradesh,88.3,18.5,15.3,64.5,6.7,60.6,44.7,49.6,88.3,18.5,15.3,64.5,6.7,60.6,44.7,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Lucknow,Uttar Pradesh,94.1,85.8,15.8,55.9,1.8,71.3,74.8,55.9,94.1,85.8,15.8,55.9,1.8,71.3,74.8,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Farrukhabad,Uttar Pradesh,98.0,14.4,13.5,38.8,2.6,72.0,71.4,57.5,98.0,14.4,13.5,38.8,2.6,72.0,71.4,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kannauj,Uttar Pradesh,99.0,8.4,15.3,48.0,4.7,66.8,65.6,65.2,99.0,8.4,15.3,48.0,4.7,66.8,65.6,65.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Etawah,Uttar Pradesh,97.4,25.0,17.9,45.1,4.8,79.5,67.9,57.6,97.4,25.0,17.9,45.1,4.8,79.5,67.9,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Auraiya,Uttar Pradesh,99.1,63.1,18.4,36.1,1.3,73.3,72.2,39.0,99.1,63.1,18.4,36.1,1.3,73.3,72.2,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kanpur Dehat,Uttar Pradesh,94.7,43.8,17.9,45.3,2.3,62.6,66.8,54.6,94.7,43.8,17.9,45.3,2.3,62.6,66.8,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kanpur Nagar,Uttar Pradesh,96.4,17.1,16.1,46.0,3.6,70.6,78.4,57.4,96.4,17.1,16.1,46.0,3.6,70.6,78.4,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jalaun,Uttar Pradesh,100.0,83.0,17.6,60.6,0.8,65.9,67.9,44.0,100.0,83.0,17.6,60.6,0.8,65.9,67.9,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jhansi,Uttar Pradesh,98.5,39.0,11.4,47.3,4.2,76.1,70.3,41.5,98.5,39.0,11.4,47.3,4.2,76.1,70.3,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Lalitpur,Uttar Pradesh,100.0,81.4,11.7,,2.2,64.8,65.7,37.5,100.0,81.4,11.7,,2.2,64.8,65.7,37.5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Hamirpur,Uttar Pradesh,100.0,46.7,21.9,56.9,3.8,79.0,77.7,46.4,100.0,46.7,21.9,56.9,3.8,79.0,77.7,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mahoba,Uttar Pradesh,100.0,40.0,16.2,62.8,1.0,80.8,76.0,49.5,100.0,40.0,16.2,62.8,1.0,80.8,76.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Banda,Uttar Pradesh,97.4,5.0,13.3,,6.5,65.1,66.9,52.3,97.4,5.0,13.3,,6.5,65.1,66.9,52.3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,631.5,353.5,353.5,353.5,353.5
Chitrakoot,Uttar Pradesh,92.3,82.3,17.4,51.2,3.2,49.6,53.7,46.7,92.3,82.3,17.4,51.2,3.2,49.6,53.7,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Fatehpur,Uttar Pradesh,91.3,11.3,16.8,26.7,6.6,65.5,56.3,63.7,91.3,11.3,16.8,26.7,6.6,65.5,56.3,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Pratapgarh,Uttar Pradesh,96.1,77.9,14.9,28.3,1.9,67.3,57.2,49.9,96.1,77.9,14.9,28.3,1.9,67.3,57.2,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kaushambi,Uttar Pradesh,98.9,58.7,20.2,39.7,0.9,67.9,72.2,54.6,98.9,58.7,20.2,39.7,0.9,67.9,72.2,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Allahabad,Uttar Pradesh,95.6,88.9,20.6,43.4,1.4,59.6,58.3,46.5,95.6,88.9,20.6,43.4,1.4,59.6,58.3,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bara Banki,Uttar Pradesh,93.4,58.7,14.6,29.3,3.5,42.4,43.3,55.0,93.4,58.7,14.6,29.3,3.5,42.4,43.3,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Faizabad,Uttar Pradesh,97.3,78.5,19.8,59.3,0.7,71.2,48.4,52.7,97.3,78.5,19.8,59.3,0.7,71.2,48.4,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ambedkar Nagar,Uttar Pradesh,91.0,83.6,23.0,29.0,0.9,74.5,61.1,52.9,91.0,83.6,23.0,29.0,0.9,74.5,61.1,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Bahraich,Uttar Pradesh,96.1,33.1,10.1,24.2,8.3,54.5,40.2,48.8,96.1,33.1,10.1,24.2,8.3,54.5,40.2,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Shrawasti,Uttar Pradesh,98.7,71.1,13.5,28.0,8.3,68.4,42.2,44.6,98.7,71.1,13.5,28.0,8.3,68.4,42.2,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Balrampur,Uttar Pradesh,88.1,20.3,13.0,32.4,11.1,61.3,55.2,54.8,88.1,20.3,13.0,32.4,11.1,61.3,55.2,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Gonda,Uttar Pradesh,97.8,68.8,13.4,37.8,6.6,72.1,44.4,49.3,97.8,68.8,13.4,37.8,6.6,72.1,44.4,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Siddharthnagar,Uttar Pradesh,97.4,19.1,12.2,21.9,15.9,57.2,62.8,51.4,97.4,19.1,12.2,21.9,15.9,57.2,62.8,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Basti,Uttar Pradesh,96.5,77.3,15.8,49.5,15.5,81.6,45.0,40.3,96.5,77.3,15.8,49.5,15.5,81.6,45.0,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sant Kabir Nagar,Uttar Pradesh,97.2,33.7,20.4,33.0,8.3,75.1,62.1,43.8,97.2,33.7,20.4,33.0,8.3,75.1,62.1,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mahrajganj,Uttar Pradesh,94.8,73.0,18.2,57.7,7.4,76.4,55.5,47.3,94.8,73.0,18.2,57.7,7.4,76.4,55.5,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Gorakhpur,Uttar Pradesh,93.6,52.0,17.9,57.9,6.9,73.9,63.9,53.4,93.6,52.0,17.9,57.9,6.9,73.9,63.9,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kushinagar,Uttar Pradesh,97.4,86.0,15.6,50.9,10.1,74.7,44.4,42.7,97.4,86.0,15.6,50.9,10.1,74.7,44.4,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Deoria,Uttar Pradesh,98.9,83.6,10.5,51.6,5.4,73.9,55.9,34.2,98.9,83.6,10.5,51.6,5.4,73.9,55.9,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Azamgarh,Uttar Pradesh,86.4,76.2,9.0,27.4,0.9,72.5,53.7,54.2,86.4,76.2,9.0,27.4,0.9,72.5,53.7,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mau,Uttar Pradesh,97.1,66.6,16.0,33.3,7.1,75.7,64.4,44.5,97.1,66.6,16.0,33.3,7.1,75.7,64.4,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ballia,Uttar Pradesh,94.1,33.7,10.6,32.4,12.4,72.9,64.0,53.0,94.1,33.7,10.6,32.4,12.4,72.9,64.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Jaunpur,Uttar Pradesh,97.4,60.1,12.0,32.6,6.8,79.4,47.9,34.1,97.4,60.1,12.0,32.6,6.8,79.4,47.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Ghazipur,Uttar Pradesh,97.4,33.7,10.6,44.3,10.1,69.1,58.1,46.2,97.4,33.7,10.6,44.3,10.1,69.1,58.1,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Chandauli,Uttar Pradesh,100.0,62.0,28.1,48.0,2.2,63.5,69.3,48.5,100.0,62.0,28.1,48.0,2.2,63.5,69.3,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Varanasi,Uttar Pradesh,97.7,60.6,12.8,46.3,9.1,82.0,74.3,38.2,97.7,60.6,12.8,46.3,9.1,82.0,74.3,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sant Ravidas Nagar (Bhadohi),Uttar Pradesh,96.5,75.6,18.8,37.8,2.2,67.5,53.6,43.2,96.5,75.6,18.8,37.8,2.2,67.5,53.6,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Mirzapur,Uttar Pradesh,100.0,74.0,15.0,43.7,7.5,69.6,55.7,42.3,100.0,74.0,15.0,43.7,7.5,69.6,55.7,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Sonbhadra,Uttar Pradesh,98.9,65.6,19.7,48.6,7.6,57.4,63.6,44.2,98.9,65.6,19.7,48.6,7.6,57.4,63.6,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Etah,Uttar Pradesh,90.2,13.2,12.8,23.3,3.3,61.6,54.1,56.0,90.2,13.2,12.8,23.3,3.3,61.6,54.1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Kanshiram Nagar,Uttar Pradesh,93.1,6.8,15.1,19.9,3.3,67.8,61.2,66.1,93.1,6.8,15.1,19.9,3.3,67.8,61.2,66.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
Amethi,Uttar Pradesh,95.9,86.5,20.9,40.3,1.6,73.7,72.6,46.6,95.9,86.5,20.9,40.3,1.6,73.7,72.6,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.5,353.5,353.5,278.5,353.5,353.5,353.5,353.5
